t,i,v_spm,v_ecm,soc
1710.0,0.0000,3.87901,3.87855,0.65278
1711.0,0.0000,3.87938,3.87893,0.65278
1712.0,0.0000,3.87972,3.87929,0.65278
1713.0,0.0000,3.88005,3.87962,0.65278
1714.0,0.0000,3.88036,3.87994,0.65278
1715.0,0.0000,3.88065,3.88024,0.65278
1716.0,0.0000,3.88093,3.88051,0.65278
1717.0,0.0000,3.88120,3.88077,0.65278
1718.0,0.0000,3.88146,3.88102,0.65278
1719.0,0.0000,3.88170,3.88125,0.65278
1720.0,0.0000,3.88194,3.88147,0.65278
1721.0,0.0000,3.88217,3.88167,0.65278
1722.0,0.0000,3.88238,3.88186,0.65278
1723.0,0.0000,3.88259,3.88204,0.65278
1724.0,0.0000,3.88279,3.88221,0.65278
1725.0,0.0000,3.88299,3.88237,0.65278
1726.0,0.0000,3.88318,3.88252,0.65278
1727.0,0.0000,3.88336,3.88266,0.65278
1728.0,0.0000,3.88353,3.88280,0.65278
1729.0,0.0000,3.88370,3.88292,0.65278
1730.0,0.0000,3.88387,3.88304,0.65278
1731.0,0.0000,3.88403,3.88316,0.65278
1732.0,0.0000,3.88418,3.88326,0.65278
1733.0,0.0000,3.88433,3.88336,0.65278
1734.0,0.0000,3.88448,3.88346,0.65278
1735.0,-5.0000,3.93350,3.93115,0.65278
1736.0,-5.0000,3.93547,3.93225,0.65306
1737.0,-5.0000,3.93702,3.93331,0.65333
1738.0,-5.0000,3.93836,3.93432,0.65361
1739.0,-5.0000,3.93957,3.93529,0.65389
1740.0,-5.0000,3.94068,3.93622,0.65417
1741.0,-5.0000,3.94171,3.93712,0.65444
1742.0,-5.0000,3.94269,3.93799,0.65472
1743.0,-5.0000,3.94362,3.93882,0.65500
1744.0,-5.0000,3.94451,3.93962,0.65528
1745.0,0.0000,3.89642,3.89279,0.65556
1746.0,0.0000,3.89539,3.89252,0.65556
1747.0,0.0000,3.89477,3.89227,0.65556
1748.0,0.0000,3.89433,3.89203,0.65556
1749.0,0.0000,3.89400,3.89181,0.65556
1750.0,0.0000,3.89375,3.89161,0.65556
1751.0,0.0000,3.89356,3.89142,0.65556
1752.0,0.0000,3.89340,3.89124,0.65556
1753.0,0.0000,3.89328,3.89107,0.65556
1754.0,0.0000,3.89318,3.89092,0.65556
1755.0,0.0000,3.89310,3.89078,0.65556
1756.0,0.0000,3.89304,3.89064,0.65556
1757.0,0.0000,3.89299,3.89052,0.65556
1758.0,0.0000,3.89295,3.89040,0.65556
1759.0,0.0000,3.89292,3.89030,0.65556
1760.0,0.0000,3.89289,3.89020,0.65556
1761.0,0.0000,3.89288,3.89010,0.65556
1762.0,0.0000,3.89287,3.89002,0.65556
1763.0,0.0000,3.89286,3.88994,0.65556
1764.0,0.0000,3.89286,3.88987,0.65556
1765.0,0.0000,3.89286,3.88980,0.65556
1766.0,0.0000,3.89287,3.88974,0.65556
1767.0,0.0000,3.89288,3.88968,0.65556
1768.0,0.0000,3.89289,3.88962,0.65556
1769.0,0.0000,3.89290,3.88958,0.65556
1770.0,0.0000,3.89292,3.88953,0.65556
1771.0,0.0000,3.89294,3.88949,0.65556
1772.0,0.0000,3.89296,3.88945,0.65556
1773.0,0.0000,3.89298,3.88942,0.65556
1774.0,0.0000,3.89300,3.88939,0.65556
1775.0,0.0000,3.89302,3.88936,0.65556
1776.0,0.0000,3.89304,3.88933,0.65556
1777.0,0.0000,3.89307,3.88931,0.65556
1778.0,0.0000,3.89309,3.88929,0.65556
1779.0,0.0000,3.89312,3.88927,0.65556
1780.0,0.0000,3.89314,3.88925,0.65556
1781.0,0.0000,3.89317,3.88923,0.65556
1782.0,0.0000,3.89320,3.88922,0.65556
1783.0,0.0000,3.89322,3.88921,0.65556
1784.0,0.0000,3.89325,3.88920,0.65556
1785.0,20.0000,3.71166,3.69877,0.65556
1786.0,20.0000,3.70455,3.69468,0.65444
1787.0,20.0000,3.69912,3.69076,0.65333
1788.0,20.0000,3.69453,3.68700,0.65222
1789.0,20.0000,3.69047,3.68341,0.65111
1790.0,0.0000,3.86810,3.87039,0.65000
1791.0,0.0000,3.87157,3.87113,0.65000
1792.0,0.0000,3.87374,3.87183,0.65000
1793.0,0.0000,3.87532,3.87249,0.65000
1794.0,0.0000,3.87653,3.87310,0.65000
1795.0,0.0000,3.87750,3.87368,0.65000
1796.0,0.0000,3.87830,3.87422,0.65000
1797.0,0.0000,3.87897,3.87473,0.65000
1798.0,0.0000,3.87955,3.87520,0.65000
1799.0,0.0000,3.88005,3.87565,0.65000
1800.0,0.0000,3.88050,3.87607,0.65000
1801.0,0.0000,3.88089,3.87646,0.65000
1802.0,0.0000,3.88125,3.87683,0.65000
1803.0,0.0000,3.88157,3.87717,0.65000
1804.0,0.0000,3.88186,3.87750,0.65000
1805.0,0.0000,3.88213,3.87780,0.65000
1806.0,0.0000,3.88238,3.87808,0.65000
1807.0,0.0000,3.88261,3.87835,0.65000
1808.0,0.0000,3.88283,3.87860,0.65000
1809.0,0.0000,3.88303,3.87884,0.65000
1810.0,0.0000,3.88321,3.87906,0.65000
1811.0,0.0000,3.88339,3.87927,0.65000
1812.0,0.0000,3.88355,3.87947,0.65000
1813.0,0.0000,3.88371,3.87965,0.65000
1814.0,0.0000,3.88386,3.87983,0.65000
1815.0,0.0000,3.88400,3.87999,0.65000
1816.0,0.0000,3.88413,3.88014,0.65000
1817.0,0.0000,3.88426,3.88029,0.65000
1818.0,0.0000,3.88438,3.88042,0.65000
1819.0,0.0000,3.88449,3.88055,0.65000
1820.0,0.0000,3.88460,3.88067,0.65000
1821.0,0.0000,3.88471,3.88079,0.65000
1822.0,0.0000,3.88481,3.88089,0.65000
1823.0,0.0000,3.88491,3.88099,0.65000
1824.0,0.0000,3.88500,3.88109,0.65000
1825.0,0.0000,3.88509,3.88118,0.65000
1826.0,0.0000,3.88518,3.88127,0.65000
1827.0,0.0000,3.88526,3.88135,0.65000
1828.0,0.0000,3.88534,3.88142,0.65000
1829.0,0.0000,3.88542,3.88150,0.65000
1830.0,5.0000,3.83666,3.83396,0.65000
1831.0,5.0000,3.83496,3.83301,0.64972
1832.0,5.0000,3.83366,3.83210,0.64944
1833.0,5.0000,3.83256,3.83123,0.64917
1834.0,5.0000,3.83159,3.83039,0.64889
1835.0,5.0000,3.83072,3.82959,0.64861
1836.0,5.0000,3.82991,3.82882,0.64833
1837.0,5.0000,3.82915,3.82807,0.64806
1838.0,5.0000,3.82844,3.82735,0.64778
1839.0,5.0000,3.82776,3.82666,0.64750
1840.0,5.0000,3.82712,3.82599,0.64722
1841.0,5.0000,3.82650,3.82535,0.64694
1842.0,5.0000,3.82590,3.82472,0.64667
1843.0,5.0000,3.82532,3.82412,0.64639
1844.0,5.0000,3.82476,3.82353,0.64611
1845.0,5.0000,3.82422,3.82296,0.64583
1846.0,5.0000,3.82369,3.82241,0.64556
1847.0,5.0000,3.82317,3.82187,0.64528
1848.0,5.0000,3.82266,3.82134,0.64500
1849.0,5.0000,3.82216,3.82083,0.64472
1850.0,5.0000,3.82168,3.82034,0.64444
1851.0,5.0000,3.82120,3.81985,0.64417
1852.0,5.0000,3.82073,3.81938,0.64389
1853.0,5.0000,3.82027,3.81891,0.64361
1854.0,5.0000,3.81981,3.81846,0.64333
1855.0,5.0000,3.81937,3.81801,0.64306
1856.0,5.0000,3.81893,3.81758,0.64278
1857.0,5.0000,3.81849,3.81715,0.64250
1858.0,5.0000,3.81806,3.81673,0.64222
1859.0,5.0000,3.81764,3.81632,0.64194
1860.0,5.0000,3.81722,3.81591,0.64167
1861.0,5.0000,3.81680,3.81551,0.64139
1862.0,5.0000,3.81639,3.81512,0.64111
1863.0,5.0000,3.81599,3.81473,0.64083
1864.0,5.0000,3.81558,3.81435,0.64056
1865.0,5.0000,3.81519,3.81397,0.64028
1866.0,5.0000,3.81479,3.81360,0.64000
1867.0,5.0000,3.81440,3.81324,0.63972
1868.0,5.0000,3.81401,3.81287,0.63944
1869.0,5.0000,3.81363,3.81252,0.63917
1870.0,5.0000,3.81325,3.81216,0.63889
1871.0,5.0000,3.81287,3.81181,0.63861
1872.0,5.0000,3.81250,3.81147,0.63833
1873.0,5.0000,3.81213,3.81112,0.63806
1874.0,5.0000,3.81176,3.81078,0.63778
1875.0,5.0000,3.81139,3.81045,0.63750
1876.0,5.0000,3.81103,3.81011,0.63722
1877.0,5.0000,3.81067,3.80978,0.63694
1878.0,5.0000,3.81031,3.80945,0.63667
1879.0,5.0000,3.80995,3.80913,0.63639
1880.0,5.0000,3.80960,3.80880,0.63611
1881.0,5.0000,3.80925,3.80848,0.63583
1882.0,5.0000,3.80890,3.80816,0.63556
1883.0,5.0000,3.80855,3.80785,0.63528
1884.0,5.0000,3.80821,3.80753,0.63500
1885.0,5.0000,3.80786,3.80722,0.63472
1886.0,5.0000,3.80752,3.80691,0.63444
1887.0,5.0000,3.80718,3.80660,0.63417
1888.0,5.0000,3.80685,3.80630,0.63389
1889.0,5.0000,3.80651,3.80599,0.63361
1890.0,5.0000,3.80618,3.80569,0.63333
1891.0,5.0000,3.80585,3.80539,0.63306
1892.0,5.0000,3.80552,3.80509,0.63278
1893.0,5.0000,3.80519,3.80479,0.63250
1894.0,5.0000,3.80486,3.80449,0.63222
1895.0,5.0000,3.80453,3.80419,0.63194
1896.0,5.0000,3.80421,3.80390,0.63167
1897.0,5.0000,3.80389,3.80361,0.63139
1898.0,5.0000,3.80357,3.80331,0.63111
1899.0,5.0000,3.80325,3.80302,0.63083
1900.0,5.0000,3.80293,3.80273,0.63056
1901.0,5.0000,3.80261,3.80245,0.63028
1902.0,5.0000,3.80230,3.80216,0.63000
1903.0,5.0000,3.80198,3.80187,0.62972
1904.0,5.0000,3.80167,3.80159,0.62944
1905.0,5.0000,3.80136,3.80130,0.62917
1906.0,5.0000,3.80105,3.80102,0.62889
1907.0,5.0000,3.80074,3.80074,0.62861
1908.0,5.0000,3.80043,3.80046,0.62833
1909.0,5.0000,3.80013,3.80018,0.62806
1910.0,5.0000,3.79982,3.79990,0.62778
1911.0,5.0000,3.79952,3.79962,0.62750
1912.0,5.0000,3.79921,3.79935,0.62722
1913.0,5.0000,3.79891,3.79907,0.62694
1914.0,5.0000,3.79861,3.79880,0.62667
1915.0,5.0000,3.79831,3.79852,0.62639
1916.0,5.0000,3.79801,3.79825,0.62611
1917.0,5.0000,3.79772,3.79798,0.62583
1918.0,5.0000,3.79742,3.79770,0.62556
1919.0,5.0000,3.79712,3.79743,0.62528
1920.0,5.0000,3.79683,3.79716,0.62500
1921.0,5.0000,3.79654,3.79690,0.62472
1922.0,5.0000,3.79624,3.79663,0.62444
1923.0,5.0000,3.79595,3.79636,0.62417
1924.0,5.0000,3.79566,3.79609,0.62389
1925.0,5.0000,3.79537,3.79583,0.62361
1926.0,5.0000,3.79508,3.79556,0.62333
1927.0,5.0000,3.79480,3.79530,0.62306
1928.0,5.0000,3.79451,3.79503,0.62278
1929.0,5.0000,3.79422,3.79477,0.62250
1930.0,5.0000,3.79394,3.79451,0.62222
1931.0,5.0000,3.79365,3.79425,0.62194
1932.0,5.0000,3.79337,3.79398,0.62167
1933.0,5.0000,3.79309,3.79372,0.62139
1934.0,5.0000,3.79280,3.79346,0.62111
1935.0,5.0000,3.79252,3.79321,0.62083
1936.0,5.0000,3.79224,3.79295,0.62056
1937.0,5.0000,3.79196,3.79269,0.62028
1938.0,5.0000,3.79168,3.79243,0.62000
1939.0,5.0000,3.79140,3.79217,0.61972
1940.0,5.0000,3.79113,3.79192,0.61944
1941.0,5.0000,3.79085,3.79166,0.61917
1942.0,5.0000,3.79057,3.79141,0.61889
1943.0,5.0000,3.79030,3.79115,0.61861
1944.0,5.0000,3.79002,3.79090,0.61833
1945.0,5.0000,3.78975,3.79065,0.61806
1946.0,5.0000,3.78947,3.79040,0.61778
1947.0,5.0000,3.78920,3.79014,0.61750
1948.0,5.0000,3.78893,3.78989,0.61722
1949.0,5.0000,3.78866,3.78964,0.61694
1950.0,5.0000,3.78838,3.78939,0.61667
1951.0,5.0000,3.78811,3.78914,0.61639
1952.0,5.0000,3.78784,3.78889,0.61611
1953.0,5.0000,3.78757,3.78864,0.61583
1954.0,5.0000,3.78731,3.78839,0.61556
1955.0,5.0000,3.78704,3.78815,0.61528
1956.0,5.0000,3.78677,3.78790,0.61500
1957.0,5.0000,3.78650,3.78765,0.61472
1958.0,5.0000,3.78623,3.78741,0.61444
1959.0,5.0000,3.78597,3.78716,0.61417
1960.0,5.0000,3.78570,3.78691,0.61389
1961.0,5.0000,3.78544,3.78667,0.61361
1962.0,5.0000,3.78517,3.78642,0.61333
1963.0,5.0000,3.78491,3.78618,0.61306
1964.0,5.0000,3.78464,3.78594,0.61278
1965.0,5.0000,3.78438,3.78569,0.61250
1966.0,5.0000,3.78412,3.78545,0.61222
1967.0,5.0000,3.78385,3.78521,0.61194
1968.0,5.0000,3.78359,3.78497,0.61167
1969.0,5.0000,3.78333,3.78472,0.61139
1970.0,5.0000,3.78307,3.78448,0.61111
1971.0,5.0000,3.78281,3.78424,0.61083
1972.0,5.0000,3.78255,3.78400,0.61056
1973.0,5.0000,3.78228,3.78376,0.61028
1974.0,5.0000,3.78202,3.78352,0.61000
1975.0,5.0000,3.78176,3.78328,0.60972
1976.0,5.0000,3.78151,3.78304,0.60944
1977.0,5.0000,3.78125,3.78280,0.60917
1978.0,5.0000,3.78099,3.78257,0.60889
1979.0,5.0000,3.78073,3.78233,0.60861
1980.0,5.0000,3.78047,3.78209,0.60833
1981.0,5.0000,3.78021,3.78185,0.60806
1982.0,5.0000,3.77996,3.78161,0.60778
1983.0,5.0000,3.77970,3.78138,0.60750
1984.0,5.0000,3.77944,3.78114,0.60722
1985.0,5.0000,3.77919,3.78091,0.60694
1986.0,5.0000,3.77893,3.78067,0.60667
1987.0,5.0000,3.77867,3.78043,0.60639
1988.0,5.0000,3.77842,3.78020,0.60611
1989.0,5.0000,3.77816,3.77996,0.60583
1990.0,5.0000,3.77791,3.77973,0.60556
1991.0,5.0000,3.77765,3.77949,0.60528
1992.0,5.0000,3.77740,3.77926,0.60500
1993.0,5.0000,3.77714,3.77903,0.60472
1994.0,5.0000,3.77689,3.77879,0.60444
1995.0,5.0000,3.77664,3.77856,0.60417
1996.0,5.0000,3.77638,3.77833,0.60389
1997.0,5.0000,3.77613,3.77809,0.60361
1998.0,5.0000,3.77587,3.77786,0.60333
1999.0,5.0000,3.77562,3.77763,0.60306
2000.0,5.0000,3.77537,3.77739,0.60278
2001.0,5.0000,3.77512,3.77716,0.60250
2002.0,5.0000,3.77486,3.77693,0.60222
2003.0,5.0000,3.77461,3.77670,0.60194
2004.0,5.0000,3.77436,3.77647,0.60167
2005.0,5.0000,3.77411,3.77624,0.60139
2006.0,5.0000,3.77385,3.77600,0.60111
2007.0,5.0000,3.77360,3.77577,0.60083
2008.0,5.0000,3.77335,3.77554,0.60056
2009.0,5.0000,3.77310,3.77531,0.60028
2010.0,10.0000,3.72602,3.72748,0.60000
2011.0,10.0000,3.72427,3.72634,0.59944
2012.0,10.0000,3.72277,3.72524,0.59889
2013.0,10.0000,3.72143,3.72418,0.59833
2014.0,10.0000,3.72019,3.72316,0.59778
2015.0,10.0000,3.71904,3.72218,0.59722
2016.0,10.0000,3.71795,3.72123,0.59667
2017.0,10.0000,3.71691,3.72031,0.59611
2018.0,10.0000,3.71591,3.71942,0.59556
2019.0,10.0000,3.71494,3.71856,0.59500
2020.0,0.0000,3.80986,3.81293,0.59444
2021.0,0.0000,3.81197,3.81393,0.59444
2022.0,0.0000,3.81359,3.81487,0.59444
2023.0,0.0000,3.81491,3.81575,0.59444
2024.0,0.0000,3.81601,3.81657,0.59444
2025.0,0.0000,3.81695,3.81734,0.59444
2026.0,0.0000,3.81778,3.81807,0.59444
2027.0,0.0000,3.81851,3.81875,0.59444
2028.0,0.0000,3.81917,3.81938,0.59444
2029.0,0.0000,3.81978,3.81998,0.59444
2030.0,0.0000,3.82033,3.82054,0.59444
2031.0,0.0000,3.82084,3.82107,0.59444
2032.0,0.0000,3.82131,3.82156,0.59444
2033.0,0.0000,3.82176,3.82202,0.59444
2034.0,0.0000,3.82217,3.82245,0.59444
2035.0,0.0000,3.82256,3.82286,0.59444
2036.0,0.0000,3.82293,3.82324,0.59444
2037.0,0.0000,3.82328,3.82360,0.59444
2038.0,0.0000,3.82362,3.82393,0.59444
2039.0,0.0000,3.82393,3.82425,0.59444
2040.0,0.0000,3.82423,3.82454,0.59444
2041.0,0.0000,3.82452,3.82482,0.59444
2042.0,0.0000,3.82480,3.82508,0.59444
2043.0,0.0000,3.82506,3.82533,0.59444
2044.0,0.0000,3.82532,3.82556,0.59444
2045.0,0.0000,3.82556,3.82578,0.59444
2046.0,0.0000,3.82580,3.82598,0.59444
2047.0,0.0000,3.82603,3.82617,0.59444
2048.0,0.0000,3.82625,3.82636,0.59444
2049.0,0.0000,3.82646,3.82653,0.59444
2050.0,0.0000,3.82666,3.82669,0.59444
2051.0,0.0000,3.82686,3.82684,0.59444
2052.0,0.0000,3.82705,3.82698,0.59444
2053.0,0.0000,3.82724,3.82711,0.59444
2054.0,0.0000,3.82742,3.82724,0.59444
2055.0,0.0000,3.82759,3.82736,0.59444
2056.0,0.0000,3.82776,3.82747,0.59444
2057.0,0.0000,3.82793,3.82758,0.59444
2058.0,0.0000,3.82809,3.82768,0.59444
2059.0,0.0000,3.82825,3.82777,0.59444
2060.0,-5.0000,3.87701,3.87547,0.59444
2061.0,-5.0000,3.87855,3.87646,0.59472
2062.0,-5.0000,3.87985,3.87740,0.59500
2063.0,-5.0000,3.88098,3.87831,0.59528
2064.0,-5.0000,3.88201,3.87917,0.59556
2065.0,-5.0000,3.88295,3.87999,0.59583
2066.0,-5.0000,3.88382,3.88077,0.59611
2067.0,-5.0000,3.88465,3.88152,0.59639
2068.0,-5.0000,3.88543,3.88224,0.59667
2069.0,-5.0000,3.88617,3.88293,0.59694
2070.0,0.0000,3.83836,3.83599,0.59722
2071.0,0.0000,3.83767,3.83572,0.59722
2072.0,0.0000,3.83720,3.83547,0.59722
2073.0,0.0000,3.83686,3.83523,0.59722
2074.0,0.0000,3.83661,3.83501,0.59722
2075.0,0.0000,3.83641,3.83481,0.59722
2076.0,0.0000,3.83626,3.83462,0.59722
2077.0,0.0000,3.83615,3.83444,0.59722
2078.0,0.0000,3.83606,3.83427,0.59722
2079.0,0.0000,3.83599,3.83412,0.59722
2080.0,0.0000,3.83593,3.83398,0.59722
2081.0,0.0000,3.83589,3.83384,0.59722
2082.0,0.0000,3.83586,3.83372,0.59722
2083.0,0.0000,3.83584,3.83361,0.59722
2084.0,0.0000,3.83583,3.83350,0.59722
2085.0,0.0000,3.83583,3.83340,0.59722
2086.0,0.0000,3.83582,3.83331,0.59722
2087.0,0.0000,3.83583,3.83322,0.59722
2088.0,0.0000,3.83584,3.83314,0.59722
2089.0,0.0000,3.83585,3.83307,0.59722
2090.0,0.0000,3.83586,3.83300,0.59722
2091.0,0.0000,3.83588,3.83294,0.59722
2092.0,0.0000,3.83590,3.83288,0.59722
2093.0,0.0000,3.83592,3.83283,0.59722
2094.0,0.0000,3.83594,3.83278,0.59722
2095.0,0.0000,3.83597,3.83274,0.59722
2096.0,0.0000,3.83599,3.83270,0.59722
2097.0,0.0000,3.83602,3.83266,0.59722
2098.0,0.0000,3.83605,3.83263,0.59722
2099.0,0.0000,3.83607,3.83259,0.59722
2100.0,0.0000,3.83610,3.83257,0.59722
2101.0,0.0000,3.83613,3.83254,0.59722
2102.0,0.0000,3.83616,3.83252,0.59722
2103.0,0.0000,3.83619,3.83250,0.59722
2104.0,0.0000,3.83622,3.83248,0.59722
2105.0,0.0000,3.83625,3.83246,0.59722
2106.0,0.0000,3.83629,3.83245,0.59722
2107.0,0.0000,3.83632,3.83243,0.59722
2108.0,0.0000,3.83635,3.83242,0.59722
2109.0,0.0000,3.83638,3.83241,0.59722
2110.0,20.0000,3.65540,3.64198,0.59722
2111.0,20.0000,3.64969,3.63834,0.59611
2112.0,20.0000,3.64486,3.63487,0.59500
2113.0,20.0000,3.64059,3.63157,0.59389
2114.0,20.0000,3.63671,3.62841,0.59278
2115.0,0.0000,3.81518,3.81581,0.59167
2116.0,0.0000,3.81783,3.81656,0.59167
2117.0,0.0000,3.81971,3.81726,0.59167
2118.0,0.0000,3.82112,3.81792,0.59167
2119.0,0.0000,3.82222,3.81853,0.59167
2120.0,0.0000,3.82311,3.81911,0.59167
2121.0,0.0000,3.82384,3.81965,0.59167
2122.0,0.0000,3.82447,3.82016,0.59167
2123.0,0.0000,3.82501,3.82063,0.59167
2124.0,0.0000,3.82548,3.82108,0.59167
2125.0,0.0000,3.82589,3.82150,0.59167
2126.0,0.0000,3.82626,3.82189,0.59167
2127.0,0.0000,3.82660,3.82226,0.59167
2128.0,0.0000,3.82690,3.82260,0.59167
2129.0,0.0000,3.82718,3.82293,0.59167
2130.0,0.0000,3.82744,3.82323,0.59167
2131.0,0.0000,3.82767,3.82352,0.59167
2132.0,0.0000,3.82789,3.82379,0.59167
2133.0,0.0000,3.82810,3.82404,0.59167
2134.0,0.0000,3.82829,3.82427,0.59167
2135.0,0.0000,3.82847,3.82450,0.59167
2136.0,0.0000,3.82864,3.82471,0.59167
2137.0,0.0000,3.82880,3.82490,0.59167
2138.0,0.0000,3.82896,3.82509,0.59167
2139.0,0.0000,3.82910,3.82526,0.59167
2140.0,0.0000,3.82924,3.82542,0.59167
2141.0,0.0000,3.82937,3.82558,0.59167
2142.0,0.0000,3.82950,3.82572,0.59167
2143.0,0.0000,3.82962,3.82586,0.59167
2144.0,0.0000,3.82973,3.82599,0.59167
2145.0,0.0000,3.82984,3.82611,0.59167
2146.0,0.0000,3.82995,3.82622,0.59167
2147.0,0.0000,3.83005,3.82633,0.59167
2148.0,0.0000,3.83015,3.82643,0.59167
2149.0,0.0000,3.83025,3.82653,0.59167
2150.0,0.0000,3.83034,3.82662,0.59167
2151.0,0.0000,3.83043,3.82670,0.59167
2152.0,0.0000,3.83051,3.82679,0.59167
2153.0,0.0000,3.83060,3.82686,0.59167
2154.0,0.0000,3.83068,3.82694,0.59167
2155.0,5.0000,3.78215,3.77940,0.59167
2156.0,5.0000,3.78083,3.77856,0.59139
2157.0,5.0000,3.77974,3.77775,0.59111
2158.0,5.0000,3.77880,3.77699,0.59083
2159.0,5.0000,3.77795,3.77625,0.59056
2160.0,5.0000,3.77718,3.77555,0.59028
2161.0,5.0000,3.77647,3.77488,0.59000
2162.0,5.0000,3.77581,3.77424,0.58972
2163.0,5.0000,3.77518,3.77363,0.58944
2164.0,5.0000,3.77459,3.77304,0.58917
2165.0,5.0000,3.77402,3.77247,0.58889
2166.0,5.0000,3.77347,3.77192,0.58861
2167.0,5.0000,3.77294,3.77140,0.58833
2168.0,5.0000,3.77243,3.77089,0.58806
2169.0,5.0000,3.77193,3.77040,0.58778
2170.0,5.0000,3.77145,3.76993,0.58750
2171.0,5.0000,3.77098,3.76947,0.58722
2172.0,5.0000,3.77052,3.76903,0.58694
2173.0,5.0000,3.77007,3.76860,0.58667
2174.0,5.0000,3.76963,3.76818,0.58639
2175.0,5.0000,3.76919,3.76778,0.58611
2176.0,5.0000,3.76877,3.76739,0.58583
2177.0,5.0000,3.76835,3.76700,0.58556
2178.0,5.0000,3.76794,3.76663,0.58528
2179.0,5.0000,3.76753,3.76627,0.58500
2180.0,5.0000,3.76713,3.76591,0.58472
2181.0,5.0000,3.76673,3.76556,0.58444
2182.0,5.0000,3.76634,3.76522,0.58417
2183.0,5.0000,3.76595,3.76489,0.58389
2184.0,5.0000,3.76557,3.76456,0.58361
2185.0,5.0000,3.76519,3.76424,0.58333
2186.0,5.0000,3.76482,3.76393,0.58306
2187.0,5.0000,3.76445,3.76362,0.58278
2188.0,5.0000,3.76408,3.76331,0.58250
2189.0,5.0000,3.76372,3.76301,0.58222
2190.0,5.0000,3.76335,3.76272,0.58194
2191.0,5.0000,3.76300,3.76243,0.58167
2192.0,5.0000,3.76264,3.76214,0.58139
2193.0,5.0000,3.76229,3.76186,0.58111
2194.0,5.0000,3.76194,3.76157,0.58083
2195.0,5.0000,3.76159,3.76130,0.58056
2196.0,5.0000,3.76124,3.76102,0.58028
2197.0,5.0000,3.76090,3.76075,0.58000
2198.0,5.0000,3.76056,3.76048,0.57972
2199.0,5.0000,3.76022,3.76021,0.57944
2200.0,5.0000,3.75988,3.75995,0.57917
2201.0,5.0000,3.75954,3.75969,0.57889
2202.0,5.0000,3.75921,3.75943,0.57861
2203.0,5.0000,3.75888,3.75917,0.57833
2204.0,5.0000,3.75855,3.75891,0.57806
2205.0,5.0000,3.75822,3.75865,0.57778
2206.0,5.0000,3.75789,3.75840,0.57750
2207.0,5.0000,3.75756,3.75815,0.57722
2208.0,5.0000,3.75724,3.75789,0.57694
2209.0,5.0000,3.75692,3.75764,0.57667
2210.0,5.0000,3.75659,3.75739,0.57639
2211.0,5.0000,3.75627,3.75715,0.57611
2212.0,5.0000,3.75595,3.75690,0.57583
2213.0,5.0000,3.75563,3.75665,0.57556
2214.0,5.0000,3.75532,3.75640,0.57528
2215.0,5.0000,3.75500,3.75616,0.57500
2216.0,5.0000,3.75468,3.75591,0.57472
2217.0,5.0000,3.75437,3.75567,0.57444
2218.0,5.0000,3.75406,3.75543,0.57417
2219.0,5.0000,3.75374,3.75518,0.57389
2220.0,5.0000,3.75343,3.75494,0.57361
2221.0,5.0000,3.75312,3.75470,0.57333
2222.0,5.0000,3.75281,3.75446,0.57306
2223.0,5.0000,3.75250,3.75422,0.57278
2224.0,5.0000,3.75220,3.75398,0.57250
2225.0,5.0000,3.75189,3.75374,0.57222
2226.0,5.0000,3.75158,3.75349,0.57194
2227.0,5.0000,3.75128,3.75325,0.57167
2228.0,5.0000,3.75097,3.75301,0.57139
2229.0,5.0000,3.75067,3.75278,0.57111
2230.0,5.0000,3.75036,3.75254,0.57083
2231.0,5.0000,3.75006,3.75230,0.57056
2232.0,5.0000,3.74976,3.75206,0.57028
2233.0,5.0000,3.74946,3.75182,0.57000
2234.0,5.0000,3.74916,3.75158,0.56972
2235.0,5.0000,3.74886,3.75134,0.56944
2236.0,5.0000,3.74856,3.75110,0.56917
2237.0,5.0000,3.74826,3.75086,0.56889
2238.0,5.0000,3.74796,3.75062,0.56861
2239.0,5.0000,3.74766,3.75039,0.56833
2240.0,5.0000,3.74736,3.75015,0.56806
2241.0,5.0000,3.74706,3.74991,0.56778
2242.0,5.0000,3.74677,3.74967,0.56750
2243.0,5.0000,3.74647,3.74943,0.56722
2244.0,5.0000,3.74618,3.74919,0.56694
2245.0,5.0000,3.74588,3.74895,0.56667
2246.0,5.0000,3.74559,3.74871,0.56639
2247.0,5.0000,3.74529,3.74847,0.56611
2248.0,5.0000,3.74500,3.74824,0.56583
2249.0,5.0000,3.74470,3.74800,0.56556
2250.0,5.0000,3.74441,3.74776,0.56528
2251.0,5.0000,3.74412,3.74752,0.56500
2252.0,5.0000,3.74383,3.74728,0.56472
2253.0,5.0000,3.74353,3.74704,0.56444
2254.0,5.0000,3.74324,3.74680,0.56417
2255.0,5.0000,3.74295,3.74656,0.56389
2256.0,5.0000,3.74266,3.74632,0.56361
2257.0,5.0000,3.74237,3.74608,0.56333
2258.0,5.0000,3.74208,3.74584,0.56306
2259.0,5.0000,3.74179,3.74560,0.56278
2260.0,5.0000,3.74150,3.74536,0.56250
2261.0,5.0000,3.74121,3.74512,0.56222
2262.0,5.0000,3.74092,3.74488,0.56194
2263.0,5.0000,3.74063,3.74464,0.56167
2264.0,5.0000,3.74034,3.74440,0.56139
2265.0,5.0000,3.74006,3.74416,0.56111
2266.0,5.0000,3.73977,3.74391,0.56083
2267.0,5.0000,3.73948,3.74367,0.56056
